invoice_number,store_code,transaction_timestamp,sku_code,quantity,unit_price,transaction_type,customer_id
INV-91427,FA-008,2025-12-04 15:24:08,SKU-8702,2,2066.15,SALE,LOYAL-2256
INV-77678,FA-008,2025-12-23 23:45:06,SKU-4596,1,1716.93,SALE,LOYAL-4635
INV-44840,FA-009,2025-12-16 17:32:01,SKU-1063,2,8806.93,SALE,LOYAL-1959
INV-13137,FA-009,2025-12-13 10:51:45,SKU-7179,5,5725.7,SALE,LOYAL-1150
INV-52237,FA-006,2025-12-25 19:17:33,SKU-1132,2,5056.05,SALE,LOYAL-0644
INV-85839,FA-008,2025-12-21 16:01:09,SKU-3676,1,9219.75,SALE,LOYAL-1062
INV-52075,FA-007,2025-12-16 04:17:49,SKU-8300,4,4567.77,SALE,LOYAL-4393
INV-70835,FA-003,2025-12-23 18:17:47,SKU-7228,2,445.74,SALE,LOYAL-4723
INV-59832,FA-001,2025-12-16 05:06:05,SKU-0020,2,7614.22,SALE,LOYAL-3867
INV-13055,FA-009,2025-12-11 05:51:15,SKU-4284,4,9808.63,SALE,LOYAL-1582
INV-19113,FA-005,2025-12-20 21:15:36,SKU-6289,4,9576.5,SALE,LOYAL-4241
INV-87276,FA-003,2025-12-21 01:01:40,SKU-5167,5,1966.81,SALE,LOYAL-4679
INV-82227,FA-003,2025-12-14 00:40:22,SKU-6342,4,5131.35,SALE,LOYAL-1858
INV-21485,FA-003,2025-12-19 04:10:44,SKU-0187,4,9616.87,SALE,LOYAL-0417
INV-81374,FA-006,2025-12-06 09:28:40,SKU-1147,2,1242.94,SALE,LOYAL-1204
INV-33609,FA-009,2025-12-21 01:15:13,SKU-10433,3,745.09,SALE,LOYAL-3596
INV-59476,FA-003,2025-12-16 04:43:02,SKU-5719,2,849.57,SALE,LOYAL-0539
INV-58205,FA-001,2025-12-09 18:02:22,SKU-3414,1,7017.63,SALE,LOYAL-0063
INV-88751,FA-004,2025-12-09 09:07:58,SKU-8354,5,9974.89,SALE,LOYAL-2294
INV-85835,FA-002,2025-12-14 15:08:45,SKU-7742,4,1612.33,SALE,LOYAL-0833
INV-47359,FA-006,2025-12-23 09:34:41,SKU-8084,4,5306.12,SALE,LOYAL-0769
INV-46290,FA-004,2025-12-11 16:48:06,SKU-8033,3,5481.56,SALE,LOYAL-0985
INV-36573,FA-008,2025-12-22 22:37:55,SKU-9578,4,827.99,SALE,LOYAL-1995
INV-47418,FA-002,2025-12-27 10:38:30,SKU-6889,1,4275.1,SALE,LOYAL-3448
INV-33680,FA-008,2025-12-19 04:39:16,SKU-7066,1,9961.61,SALE,LOYAL-3080
INV-49321,FA-003,2025-12-17 02:25:18,SKU-6207,4,4267.79,SALE,LOYAL-2056
INV-24525,FA-010,2025-12-26 10:46:11,SKU-7868,5,6433.86,SALE,LOYAL-3003
INV-76830,FA-006,2025-12-22 05:00:49,SKU-1152,4,6547.88,SALE,LOYAL-3217
INV-76887,FA-007,2025-12-22 19:38:29,SKU-8792,5,8164.83,SALE,LOYAL-2449
INV-58137,FA-007,2025-12-21 05:51:24,SKU-6067,5,3666.85,SALE,LOYAL-1870
INV-60638,FA-004,2025-12-28 07:04:37,SKU-0367,1,4582.95,SALE,LOYAL-2528
INV-52733,FA-004,2025-12-30 15:53:45,SKU-1654,2,6108.24,SALE,LOYAL-4763
INV-89602,FA-008,2025-12-09 19:48:18,SKU-3780,4,3474.64,SALE,LOYAL-3206
INV-85548,FA-010,2025-12-20 09:45:27,SKU-10477,1,870.3,SALE,LOYAL-2846
INV-12559,FA-010,2025-12-03 12:47:55,SKU-6185,4,5382.99,SALE,LOYAL-1793
INV-51227,FA-006,2025-12-15 09:12:53,SKU-10315,1,3398.25,SALE,LOYAL-1885
INV-48759,FA-008,2025-12-30 12:26:05,SKU-2707,1,593.47,SALE,LOYAL-0976
INV-43876,FA-001,2025-12-01 04:27:19,SKU-1885,5,5983.35,SALE,LOYAL-0404
INV-75877,FA-004,2025-12-14 10:53:51,SKU-2672,3,9873.76,SALE,LOYAL-0944
INV-89772,FA-008,2025-12-30 19:09:42,SKU-2366,1,2415.83,SALE,LOYAL-2172
INV-83899,FA-009,2025-12-11 21:37:09,SKU-10556,3,1394.08,SALE,LOYAL-0091
INV-16021,FA-002,2030-01-01 00:00:00,SKU-4026,1,7785.55,SALE,LOYAL-2807
INV-11430,FA-008,2025-12-02 18:38:29,SKU-10699,1,8917.68,SALE,LOYAL-3384
INV-77663,FA-009,2025-12-26 09:15:06,SKU-1863,5,6750.78,SALE,LOYAL-0920
INV-19401,FA-003,2025-12-11 12:54:45,SKU-9282,5,4515.24,SALE,
INV-28388,FA-009,2025-12-30 06:34:23,SKU-9454,2,719.63,SALE,LOYAL-1344
INV-64086,FA-004,2025-12-06 14:44:52,SKU-2861,3,9954.77,SALE,LOYAL-4782
INV-81946,FA-008,2025-12-26 06:25:25,SKU-3266,5,5414.43,SALE,LOYAL-1928
INV-56981,FA-009,2025-12-26 23:22:15,SKU-3714,4,7347.88,SALE,LOYAL-4209
INV-63925,FA-001,2025-12-28 23:31:04,SKU-2510,5,8831.15,SALE,LOYAL-1554
INV-41641,FA-006,2025-12-27 11:43:22,SKU-6127,4,1044.21,SALE,
INV-69078,FA-003,2025-12-30 14:56:04,SKU-6953,4,4301.35,SALE,LOYAL-3029
INV-64430,FA-005,2025-12-03 00:12:07,SKU-4583,4,4023.76,SALE,LOYAL-1837
INV-55155,FA-006,2025-12-13 14:10:34,SKU-2694,3,5164.98,SALE,LOYAL-1719
INV-92246,FA-003,2025-12-25 12:52:25,SKU-9209,3,3741.96,SALE,LOYAL-3034
INV-89955,FA-001,2025-12-04 09:29:42,SKU-2983,2,2935.91,SALE,LOYAL-4455
INV-66978,FA-007,2025-12-13 14:07:15,SKU-1155,4,7453.87,SALE,LOYAL-3694
INV-56117,FA-002,2025-12-08 21:10:02,SKU-1433,3,883.43,SALE,LOYAL-2640
INV-73523,FA-002,2025-12-14 21:32:07,SKU-6322,1,4198.24,SALE,LOYAL-1171
INV-66976,FA-004,2025-12-24 10:17:33,SKU-8714,2,9806.31,SALE,LOYAL-1460
INV-71823,FA-002,2025-12-21 09:45:36,SKU-8139,2,9870.89,SALE,LOYAL-4079
INV-91695,FA-010,2025-12-17 15:59:19,SKU-5965,5,6140.65,SALE,LOYAL-0576
INV-27893,FA-010,2025-12-27 06:07:01,SKU-4579,3,7654.36,SALE,LOYAL-3768
INV-47429,FA-008,2025-12-17 05:39:22,SKU-6273,3,7469.97,SALE,LOYAL-1920
INV-90267,FA-001,2025-12-18 00:26:50,SKU-0531,2,4754.63,SALE,LOYAL-4287
INV-95744,FA-007,2025-12-28 11:25:43,SKU-0415,2,1364.52,SALE,LOYAL-1995
INV-56134,FA-003,2025-12-17 02:15:10,SKU-2517,4,5986.25,SALE,LOYAL-2689
INV-64810,FA-009,2025-12-27 09:46:01,SKU-1238,1,2406.75,SALE,LOYAL-2410
INV-70893,FA-003,2025-12-25 22:09:33,SKU-9099,3,513.96,SALE,LOYAL-4529
INV-14938,FA-003,2025-12-01 18:17:17,SKU-4287,2,4495.31,SALE,LOYAL-2180
INV-13626,FA-007,2025-12-29 02:26:39,SKU-1930,1,3793.5,SALE,LOYAL-4827
INV-26885,FA-010,2025-12-05 09:56:42,SKU-2168,1,8308.74,SALE,LOYAL-0133
INV-48158,FA-004,2025-12-04 05:47:04,SKU-9649,1,9611.7,SALE,LOYAL-0648
INV-87345,FA-007,2025-12-05 20:40:20,SKU-0911,1,8394.63,SALE,LOYAL-3829
INV-58994,FA-002,2025-12-09 18:41:44,SKU-6342,4,3467.95,SALE,LOYAL-2742
INV-18803,FA-001,2025-12-16 18:39:53,SKU-6558,5,6150.85,SALE,LOYAL-2276
INV-87206,FA-001,2025-12-02 19:14:39,SKU-8428,2,2472.75,SALE,LOYAL-4213
