invoice_number,store_code,transaction_timestamp,sku_code,quantity,unit_price,transaction_type,customer_id
INV-96888,FA-006,2025-10-28 22:12:46,SKU-7823,2,6359.56,SALE,LOYAL-1812
INV-26335,FA-009,2025-10-22 20:46:46,SKU-7397,4,2612.49,SALE,LOYAL-2788
INV-26915,FA-003,2025-10-13 11:11:30,SKU-7122,1,5325.47,SALE,LOYAL-2195
INV-44657,FA-009,2025-10-14 06:39:34,SKU-9474,1,1588.1,SALE,LOYAL-0685
INV-56914,FA-010,2025-10-14 11:32:04,SKU-0190,3,4642.15,SALE,LOYAL-4165
INV-24973,FA-008,2025-10-14 13:59:32,SKU-3951,2,9101.4,SALE,LOYAL-1905
INV-85783,FA-004,2025-10-23 04:18:03,SKU-10017,2,3272.39,SALE,LOYAL-3989
INV-88081,FA-005,2025-10-24 08:47:01,SKU-9793,2,7494.95,SALE,
INV-36116,FA-001,2025-10-09 22:25:10,SKU-2315,4,3097.09,SALE,LOYAL-4180
INV-43618,FA-007,2025-10-01 22:24:04,SKU-3262,1,7044.16,SALE,LOYAL-3331
INV-76827,FA-004,2025-10-09 19:49:16,SKU-5018,4,4672.84,SALE,LOYAL-0057
INV-24906,FA-002,2025-10-23 13:54:54,SKU-0270,2,9139.94,SALE,LOYAL-2156
INV-70111,FA-009,2030-01-01 00:00:00,SKU-6913,4,1289.64,SALE,LOYAL-1245
INV-14960,FA-001,2025-10-08 13:57:25,SKU-4703,5,7194.7,SALE,LOYAL-4466
INV-52129,FA-009,2025-10-05 04:18:35,SKU-3185,5,7121.75,SALE,LOYAL-3651
INV-92254,FA-009,2025-10-17 00:15:17,SKU-2979,3,9939.54,SALE,LOYAL-2802
INV-71776,FA-009,2025-10-01 14:03:22,SKU-4565,1,8865.66,SALE,LOYAL-3275
INV-96212,FA-009,2025-10-29 09:43:32,SKU-0377,5,456.95,SALE,LOYAL-2575
INV-58405,FA-009,2025-10-10 09:14:14,SKU-0231,1,1216.29,SALE,LOYAL-1720
INV-22240,FA-007,2025-10-14 02:16:18,SKU-9366,5,4115.1,SALE,LOYAL-1612
INV-86695,FA-010,2025-10-15 12:47:18,SKU-7766,4,502.75,SALE,LOYAL-1423
INV-50556,FA-004,2025-10-06 23:06:07,SKU-6398,5,6398.52,SALE,LOYAL-1954
INV-23438,FA-006,2025-10-08 11:23:00,SKU-9421,5,5359.45,SALE,LOYAL-3109
INV-59471,FA-002,2025-10-15 03:28:58,SKU-4219,5,9558.52,SALE,LOYAL-2896
INV-35151,FA-003,2025-10-30 20:01:20,SKU-8826,2,7097.55,SALE,LOYAL-3114
INV-40028,FA-008,2025-10-27 07:09:52,SKU-7100,3,6302.06,SALE,LOYAL-4441
INV-98031,FA-001,2025-10-13 20:36:38,SKU-2939,5,1511.5,SALE,LOYAL-0270
INV-30801,FA-006,2025-10-09 15:28:37,SKU-1459,5,1881.62,SALE,LOYAL-1584
INV-50338,FA-006,2025-10-08 02:46:45,SKU-9990,2,1609.83,SALE,
INV-61073,FA-005,2025-10-24 11:37:53,SKU-5217,5,1018.34,SALE,
INV-52041,FA-004,2025-10-25 17:21:48,SKU-7253,1,9115.63,SALE,LOYAL-0449
INV-34577,FA-008,2025-10-19 14:07:05,SKU-9918,3,9278.57,SALE,LOYAL-3228
INV-10116,FA-005,2025-10-15 22:30:26,SKU-6958,1,5954.56,SALE,LOYAL-3156
INV-46523,FA-006,2025-10-17 21:10:19,SKU-5765,4,2748.19,SALE,LOYAL-3442
INV-61347,FA-004,2025-10-06 07:35:06,SKU-8159,2,7261.71,SALE,LOYAL-0075
INV-25269,FA-004,2025-10-20 04:24:32,SKU-4327,1,7090.72,SALE,LOYAL-1533
INV-10428,FA-001,2025-10-16 14:11:54,SKU-6367,4,9129.19,SALE,LOYAL-4197
INV-10591,FA-009,2025-10-04 05:14:51,SKU-1277,5,9685.25,SALE,LOYAL-0741
INV-72293,FA-001,2025-10-31 13:33:53,SKU-9793,2,5885.53,SALE,LOYAL-4728
INV-16771,FA-003,2025-10-04 18:43:20,SKU-2820,1,427.32,SALE,LOYAL-4067
INV-52699,FA-008,2025-10-19 07:16:56,SKU-8278,5,7143.08,SALE,LOYAL-1610
INV-16261,FA-001,2025-10-03 13:06:17,SKU-4774,2,1781.11,SALE,LOYAL-3415
INV-41351,FA-001,2025-10-26 07:54:24,SKU-6512,5,433.3,SALE,LOYAL-4156
INV-54328,FA-006,2025-10-07 23:25:28,SKU-1577,2,3472.58,SALE,
INV-89752,FA-002,2025-10-03 09:20:51,SKU-5383,4,9196.1,SALE,LOYAL-2207
INV-51772,FA-009,2025-10-20 19:19:57,SKU-2206,1,7824.99,SALE,LOYAL-2585
INV-10224,FA-006,2025-10-27 18:26:44,SKU-4024,2,6802.55,SALE,LOYAL-3095
INV-49537,FA-004,2025-10-21 16:43:44,SKU-2012,3,4502.81,SALE,LOYAL-1192
INV-72907,FA-004,2025-10-20 05:38:14,SKU-0920,4,6406.44,SALE,LOYAL-0131
INV-83190,FA-007,2025-10-18 02:33:10,SKU-9899,2,929.38,SALE,LOYAL-3995
INV-88564,FA-008,2025-10-15 13:04:34,SKU-9808,5,1278.39,SALE,LOYAL-1180
INV-59334,FA-001,2025-10-21 15:16:43,SKU-2143,1,5203.33,SALE,LOYAL-1312
INV-95855,FA-002,2025-10-01 20:16:36,SKU-6395,1,3243.07,SALE,LOYAL-3900
INV-73507,FA-001,2025-10-09 12:11:21,SKU-2128,1,2043.87,SALE,LOYAL-4002
INV-12733,FA-002,2025-10-30 22:18:00,SKU-2853,4,9782.35,SALE,LOYAL-1801
INV-43640,FA-004,2025-10-11 00:15:28,SKU-9767,5,6032.79,SALE,LOYAL-4470
INV-58559,FA-008,2025-10-25 13:26:31,SKU-10149,5,4568.93,SALE,LOYAL-1694
INV-54375,FA-006,2025-10-07 08:26:23,SKU-2927,2,2102.61,SALE,LOYAL-1104
INV-41192,FA-007,2025-10-03 01:44:59,SKU-6409,5,7864.37,SALE,LOYAL-4468
INV-86821,FA-008,2025-10-30 15:10:55,SKU-2328,4,4271.26,SALE,
INV-96023,FA-007,2025-10-30 12:03:24,SKU-1589,2,1974.53,SALE,LOYAL-0579
INV-74873,FA-005,2025-10-01 06:59:26,SKU-1521,1,9989.05,SALE,LOYAL-2363
INV-15271,FA-001,2025-10-29 19:10:58,SKU-10674,4,7390.04,SALE,
INV-78285,FA-008,2025-10-02 21:10:59,SKU-6680,4,7320.16,SALE,LOYAL-0457
INV-57762,FA-010,2025-10-10 01:52:44,SKU-10352,2,9143.78,SALE,LOYAL-0533
INV-39929,FA-010,2025-10-18 16:00:25,SKU-1492,5,6733.39,SALE,LOYAL-1484
INV-28884,FA-003,2025-10-10 20:15:20,SKU-9833,1,7192.12,SALE,LOYAL-4602
INV-50877,FA-006,2025-10-16 21:17:03,SKU-8931,5,9313.82,SALE,LOYAL-2738
INV-48635,FA-006,2025-10-17 11:07:34,SKU-5742,4,8046.0,SALE,LOYAL-2015
INV-56875,FA-009,2025-10-11 11:38:49,SKU-8683,3,1047.39,SALE,LOYAL-2692
INV-55355,FA-004,2025-10-13 11:13:41,SKU-1678,3,5756.12,SALE,
