invoice_number,store_code,transaction_timestamp,sku_code,quantity,unit_price,transaction_type,customer_id
INV-52041,FA-009,2025-08-03 09:20:51,SKU-9767,2,929.38,SALE,LOYAL-3651
INV-34577,FA-001,2025-08-20 19:19:57,SKU-10149,5,1278.39,SALE,LOYAL-2802
INV-10116,FA-003,2025-08-27 18:26:44,SKU-2927,4,5203.33,SALE,
INV-46523,FA-008,2025-08-21 16:43:44,SKU-6409,2,3243.07,SALE,LOYAL-2575
INV-61347,FA-001,2025-08-20 05:38:14,SKU-2328,1,2043.87,SALE,LOYAL-1720
INV-25269,FA-001,2025-08-18 02:33:10,SKU-1589,4,9782.35,SALE,LOYAL-1612
INV-10428,FA-006,2025-08-15 13:04:34,SKU-1521,4,6032.79,SALE,LOYAL-1423
INV-10591,FA-002,2025-08-21 15:16:43,SKU-10674,2,4568.93,SALE,
INV-72293,FA-009,2025-08-01 20:16:36,SKU-6680,5,2102.61,SALE,LOYAL-3109
INV-16771,FA-006,2025-08-09 12:11:21,SKU-10352,1,7864.37,SALE,LOYAL-2896
INV-52699,FA-004,2025-08-30 22:18:00,SKU-1492,5,4271.26,SALE,
INV-16261,FA-004,2025-08-11 00:15:28,SKU-9833,4,1974.53,SALE,LOYAL-4441
INV-41351,FA-007,2025-08-25 13:26:31,SKU-8931,3,9989.05,SALE,LOYAL-0270
INV-54328,FA-008,2025-08-07 08:26:23,SKU-5742,3,7390.04,SALE,LOYAL-1584
INV-89752,FA-001,2025-08-03 01:44:59,SKU-8683,4,7320.16,SALE,LOYAL-1759
INV-51772,FA-002,2025-08-30 15:10:55,SKU-1678,5,9143.78,SALE,LOYAL-1690
INV-10224,FA-001,2025-08-30 12:03:24,SKU-6688,3,6733.39,SALE,LOYAL-0449
INV-49537,FA-002,2025-08-01 06:59:26,SKU-8794,2,7192.12,SALE,LOYAL-3228
INV-72907,FA-004,2025-08-29 19:10:58,SKU-10492,1,9313.82,SALE,LOYAL-3156
INV-83190,FA-008,2025-08-02 21:10:59,SKU-1631,5,8046.0,SALE,LOYAL-3442
INV-88564,FA-006,2025-08-10 01:52:44,SKU-9191,2,1047.39,SALE,LOYAL-0075
INV-59334,FA-007,2025-08-18 16:00:25,SKU-8258,3,5756.12,SALE,
INV-95855,FA-008,2025-08-10 20:15:20,SKU-5716,4,5977.46,SALE,
INV-73507,FA-007,2025-08-16 21:17:03,SKU-5969,5,8030.47,SALE,LOYAL-0741
INV-12733,FA-005,2025-08-17 11:07:34,SKU-2057,2,1176.25,SALE,LOYAL-4728
INV-43640,FA-001,2025-08-11 11:38:49,SKU-3066,2,9639.23,SALE,LOYAL-4067
INV-58559,FA-008,2025-08-13 11:13:41,SKU-2202,5,9127.4,SALE,LOYAL-1610
INV-54375,FA-010,2025-08-23 04:13:45,SKU-5210,1,3704.4,SALE,LOYAL-3415
INV-41192,FA-010,2025-08-19 17:06:01,SKU-6086,3,8437.94,SALE,
INV-86821,FA-003,2025-08-31 01:58:22,SKU-5102,1,2878.03,SALE,
INV-96023,FA-006,2025-08-12 10:49:28,SKU-1761,3,4029.15,SALE,LOYAL-2207
INV-74873,FA-006,2025-08-18 14:29:00,SKU-5566,2,4451.13,SALE,LOYAL-2585
INV-15271,FA-009,2025-08-31 21:32:50,SKU-9474,1,2947.06,SALE,LOYAL-3095
INV-78285,FA-004,2030-01-01 00:00:00,SKU-9318,3,2181.16,SALE,LOYAL-1192
INV-57762,FA-008,2025-08-17 23:06:12,SKU-4318,1,4082.49,SALE,LOYAL-0131
INV-39929,FA-007,2025-08-07 22:28:17,SKU-9581,2,9397.24,SALE,LOYAL-3995
INV-28884,FA-006,2025-08-30 04:55:25,SKU-4912,3,6879.16,SALE,
INV-50877,FA-010,2025-08-14 21:19:42,SKU-6015,5,9578.85,SALE,LOYAL-1312
INV-48635,FA-007,2025-08-30 16:45:20,SKU-6126,3,3470.67,SALE,LOYAL-3900
INV-56875,FA-007,2025-08-14 01:29:57,SKU-9096,1,2984.42,SALE,LOYAL-4002
INV-55355,FA-010,2025-08-19 09:19:43,SKU-10135,3,6944.89,SALE,LOYAL-1801
INV-54421,FA-003,2025-08-05 15:56:48,SKU-2757,4,986.62,SALE,LOYAL-4470
INV-94319,FA-007,2025-08-06 20:38:52,SKU-5952,2,4329.82,SALE,LOYAL-1694
INV-51034,FA-008,2025-08-28 02:19:00,SKU-6558,5,6361.73,SALE,
INV-36491,FA-008,2025-08-23 23:19:38,SKU-3526,4,4555.74,SALE,LOYAL-4468
INV-48170,FA-006,2025-08-20 04:34:05,SKU-4846,1,5447.07,SALE,LOYAL-2816
INV-96319,FA-005,2025-08-07 21:14:01,SKU-10796,1,643.77,SALE,LOYAL-0579
INV-48591,FA-006,2025-08-22 05:47:57,SKU-3989,5,5521.47,SALE,LOYAL-2363
INV-91448,FA-005,2025-08-10 01:34:33,SKU-6469,3,7180.69,SALE,LOYAL-3368
INV-93081,FA-001,2025-08-10 03:20:16,SKU-10090,3,2436.93,SALE,LOYAL-0457
INV-29159,FA-006,2025-08-19 14:50:10,SKU-5325,4,9674.52,SALE,LOYAL-0533
INV-61278,FA-007,2025-08-06 13:15:00,SKU-2445,2,6355.33,SALE,LOYAL-1484
INV-82644,FA-005,2025-08-21 01:33:06,SKU-4442,1,5923.38,SALE,LOYAL-4602
INV-12704,FA-005,2025-08-25 02:03:18,SKU-1791,3,3177.55,SALE,LOYAL-2738
INV-30347,FA-006,2025-08-05 22:15:02,SKU-9573,2,6230.84,SALE,LOYAL-2015
INV-86486,FA-006,2025-08-16 12:30:33,SKU-0411,3,3482.53,SALE,LOYAL-2692
INV-78835,FA-002,2025-08-19 07:30:29,SKU-5737,5,6989.28,SALE,LOYAL-4321
INV-45681,FA-005,2025-08-07 17:54:20,SKU-4326,4,8819.4,SALE,LOYAL-1330
INV-67560,FA-007,2025-08-17 02:50:00,SKU-8956,2,1751.85,SALE,LOYAL-2973
INV-42112,FA-006,2025-08-29 16:23:22,SKU-3802,5,2892.46,SALE,
INV-47871,FA-003,2025-08-19 15:58:51,SKU-8583,5,4429.25,SALE,LOYAL-0785
INV-57928,FA-007,2025-08-05 19:47:32,SKU-7472,2,7517.05,SALE,LOYAL-0532
INV-48888,FA-005,2025-08-30 12:59:28,SKU-10644,3,9228.61,SALE,
INV-83864,FA-001,2025-08-05 21:11:00,SKU-1877,4,5955.5,SALE,LOYAL-0307
INV-98856,FA-001,2025-08-03 22:31:58,SKU-0193,4,4828.31,SALE,LOYAL-2806
INV-18184,FA-007,2025-08-27 14:55:26,SKU-6429,5,4951.01,SALE,LOYAL-2056
INV-69965,FA-007,2025-08-28 15:48:11,SKU-9970,1,6981.38,SALE,LOYAL-4354
INV-44470,FA-006,2025-08-15 01:08:12,SKU-4693,4,5138.28,SALE,LOYAL-1541
INV-97715,FA-006,2025-08-10 14:49:07,SKU-5935,4,3894.26,SALE,LOYAL-4129
INV-64524,FA-004,2025-08-07 01:05:42,SKU-4530,2,515.03,SALE,LOYAL-4757
INV-73621,FA-002,2025-08-08 10:16:35,SKU-4612,5,5955.42,SALE,
INV-21866,FA-010,2025-08-19 06:13:57,SKU-8583,4,3892.76,SALE,LOYAL-1292
INV-61186,FA-003,2025-08-04 07:10:39,SKU-8377,3,454.4,SALE,LOYAL-2768
INV-84208,FA-010,2025-08-11 16:21:26,SKU-4863,5,6935.71,SALE,LOYAL-1170
INV-41637,FA-001,2025-08-17 12:33:33,SKU-1819,5,3465.43,SALE,
INV-56357,FA-006,2025-08-07 20:57:27,SKU-5695,1,7610.91,SALE,LOYAL-4433
INV-78202,FA-002,2025-08-02 08:06:47,SKU-0444,5,9141.22,SALE,LOYAL-4293
INV-24020,FA-009,2025-08-11 03:57:30,SKU-5575,4,9054.15,SALE,LOYAL-1796
