order_uuid|hub_id|item_barcode|units_sold|mrp_price|discount_applied|delivery_timestamp|status
fcb50176f7fa2dd5|c2d66ef0|994911791040|3|6754.11|298.08|2025-09-01 01:03:17|DELIVERED
7e842ae1fa7da585|8b1b4c5e|999753772686|3|9921.86|361.3|2025-09-11 15:51:21|CANCELLED
70157a98a579bba8|bf73800e|996559666159|3|1656.58|352.06|2025-09-01 23:26:34|RETURNED
ad3c652dfc234f54|601554df|995268612978|1|7125.29|44.82|2025-09-18 11:58:10|DELIVERED
103739b8c714f252|295f2507|999039187821|1|1126.4|263.55|2025-09-12 04:38:11|DELIVERED
82b554639b0a7544|187348c7|996822704222|1|4333.44|264.68|2025-09-20 08:39:56|DELIVERED
c2b3c85c884e397a|0142df65|997911755043|3|7426.28|104.04|2025-09-14 16:17:04|DELIVERED
72c7511603bade0a|ac71843a|995468883805|3|6304.04|387.78|2025-09-25 05:41:46|DELIVERED
9af2cf7e5ac0e0a3|7376f01d|992263079713|1|5308.8|416.63|2025-09-20 14:14:04|DELIVERED
0f2f6033642ca404|4e246a0b|994320957036|1|7827.55|190.58|2025-09-20 18:27:10|DELIVERED
5423428bced15213|17105a45|999092250235|3|2969.77|20.34|2025-09-15 07:01:38|CANCELLED
a1de47be1104d64f|99deac74|998337104279|3|5776.66|441.33|2025-09-27 19:26:09|DELIVERED
3982fd1fe9b90b07|46f7c64d|994838341899|1|7884.85|223.48|2025-09-25 23:53:16|CANCELLED
31aac41497296b9e|24ec1355|993030181064|1|1219.53|478.88|2025-09-27 17:46:20|CANCELLED
086072abefbe1855|af6412ad|999672590756|2|9613.11|259.02|2025-09-26 14:54:51|RETURNED
6d1b72dcdf312f26|2c4b3304|995080081649|2|1061.03|170.97|2025-09-05 00:14:03|DELIVERED
e6a7608eb4bdf931|a2dfd7e1|991661870638|3|7311.13|-1000.0|2025-09-23 17:57:13|DELIVERED
0fe301ce9808f312|61907f2e|994561055995|1|7777.85|112.79|2025-09-13 00:03:36|RETURNED
2d257142042b4af0|b3fae568|993014704375|1|8514.81|147.91|2025-09-01 22:31:13|RETURNED
1e04530570c5ed2f|0e1389a9|994415159216|3|6374.22|210.24|2025-09-16 12:02:28|RETURNED
fcf12191d9145b82|322fefb9|995563385081|2|7222.78|115.08|2025-09-10 16:00:45|CANCELLED
335b774cf532b551|636b4b9e|992656082498|3|5411.91|0.99|2025-09-25 18:57:22|RETURNED
7868c101b64276fa|23928050|996725122223|2|9376.76|267.21|2025-09-07 06:53:31|DELIVERED
1073bd8f437c8235|511d9c9a|994010190039|2|7457.5|122.45|2025-09-17 12:09:58|DELIVERED
0797d2b94dbbb565|3478e61e|995886900117|1|7038.47|494.78|2025-09-29 00:47:14|DELIVERED
fab5aff82e8973ea|e62e226d|995533688615|3|7384.67|410.08|2025-09-22 18:44:57|DELIVERED
40b6318ed0f88888|454176c3|999628024238|3|8525.61|68.29|2025-09-09 03:36:07|RETURNED
d693c51a27055a43|f108debe|991274575790|2|6199.66|330.12|2025-09-06 05:49:26|DELIVERED
74b5e33080270f05|0634909a|997996804357|1|7183.91|381.67|2025-09-01 23:39:50|DELIVERED
bb185ee33abed670|e7b568e1|995537716477|3|9281.7|438.77|2025-09-03 05:10:20|RETURNED
1e013e75abc676f4|87c24a54|995055028724|2|4428.7|318.69|2025-09-16 23:20:02|DELIVERED
e07c9b9255ef83b7|c83ec4dc|998645001350|2|7615.32|236.63|2025-09-08 05:30:40|DELIVERED
f6c5e96e6c926775|49a0bf63|991432589701|2|4920.0|416.34|2025-09-17 16:48:38|DELIVERED
4540b564cfebb45b|f1e4f188|998132916512|2|7233.82|35.01|2025-09-06 05:30:31|DELIVERED
5a146526f4eebba0|e7b568e1|995061210302|2|5437.68|442.23|2025-09-21 20:44:54|DELIVERED
c0665531c9d2b9a0|ea885cb1|997781682362|3|4943.89|100.66|2025-09-26 20:44:10|DELIVERED
ab5188923f90896f|737fad53|991859550953|2|7526.33|179.6|2025-09-21 08:16:39|RETURNED
23d40ff66f2b498c|f4ac8888|997954392936|2|2423.93|274.21|2025-09-14 05:19:55|RETURNED
07f0639bfce23c98|04eb9aef|997067715040|2|4870.09|262.92|2025-09-02 03:59:06|DELIVERED
af698599e8c2e8f4|c46910c2|995858440992|2|6826.38|478.65|2025-09-07 05:09:59|DELIVERED
11de05f0c41ad7b9|aff51166|991987439300|1|2337.36|465.58|2025-09-06 11:25:59|DELIVERED
d797f0e024826695|ede4d263|993632535132|2|9493.23|51.87|2025-09-09 06:36:46|DELIVERED
5dc448a9ba25094d|a54458b6|999221173368|2|6659.4|25.03|2025-09-05 00:58:58|DELIVERED
d044e6eebc036355|fc26a12e|994755881672|3|9598.83|91.18|2025-09-29 09:10:37|DELIVERED
ff86dd7b7afe8a8f|722f9321|996529982442|1|2739.25|165.2|2025-09-19 17:09:10|DELIVERED
4964e1874091b7f3|178ae6af|991328522588|3|4914.52|349.3|2025-09-19 21:31:19|DELIVERED
282ddad3f9ab1e66|b1194214|992120477116|3|7273.16|9.66|2025-09-09 02:14:13|DELIVERED
13f0852999d5bd0d|24bcedfd|998919440676|2|3434.02|436.15|2025-09-23 12:40:48|DELIVERED
5b15b44d20cf7ed7|5a5159cd|999444013867|1|6044.6|92.04|2025-09-24 01:26:41|DELIVERED
60564fd5db44492c|75d87e10|993514956409|2|4681.02|186.67|2025-09-08 03:09:32|DELIVERED
c9e48a85b968f349|f799459c|997722457816|1|4094.86|107.91|2025-09-26 08:33:07|RETURNED
0cf14e1368e5e9ae|472977da|995140875738|3|5050.33|331.55|2025-09-24 13:01:21|DELIVERED
fdb614088fbcc157|3ad10e35|995471359893|2|7172.15|426.99|2025-09-08 16:26:53|DELIVERED
c6b9d033f948cdbf|c46910c2|997942926326|1|4549.09|89.32|2025-09-02 13:24:31|DELIVERED
