order_uuid|hub_id|item_barcode|units_sold|mrp_price|discount_applied|delivery_timestamp|status
beb4a5aec7451a33|6c498a8e|992910917415|3|7172.78|317.32|2026-03-07 11:28:26|DELIVERED
8f8f51898993d2f3|f6bdf559|995878404226|1|8410.87|123.81|2026-03-26 22:23:44|RETURNED
f3f130004b921e0e|a9bf2f2f|993887857846|1|5422.16|116.56|2026-03-21 01:04:20|DELIVERED
913da1fcbf4ddb03|27f37535|995580197802|2|2943.52|490.35|2026-03-25 03:33:17|RETURNED
5bd3b2abdb59fb42|2a9dba81|995904233734|2|1544.65|85.52|2026-03-18 10:24:43|CANCELLED
e3ff35a1c2f09adb|a2dfd7e1|995110876851|3|2552.11|411.81|2026-03-11 18:29:51|DELIVERED
e4405cfb46b9048e|a9f8282a|993270671123|1|3553.08|426.53|2026-03-01 22:48:50|DELIVERED
b78c8a087dcb0cbc|10e61afd|993197534403|3|3653.83|140.82|2026-03-17 00:40:39|DELIVERED
fea282851b99de13|e05869e2|992263079713|3|6069.21|214.16|2026-03-15 00:02:21|DELIVERED
45583f7f9e2e2b21|fc26a12e|999091800248|2|6816.43|218.36|2026-03-03 06:04:50|DELIVERED
0d84a72a67a6fd8a|482f3d9a|991659470227|3|6853.57|472.53|2026-03-26 04:06:45|DELIVERED
b535058674ef46c9|49e5616e|994880028133|2|454.28|497.71|2026-03-18 16:30:14|CANCELLED
198ea42d67872824|2c3470b5|996812741237|2|8223.44|151.6|2026-03-17 13:46:15|DELIVERED
218560569229f88f|87a08f48|999586851355|3|9922.49|51.78|2026-03-07 19:35:38|RETURNED
9409de56d89f6797|7decb571|995468883805|2|2821.46|352.6|2026-03-24 14:45:07|DELIVERED
d773f31c352918c6|d8e1e75e|994840448697|2|8327.66|6.81|2026-03-02 19:32:10|DELIVERED
c0b5fc75218a7928|9b2a2bff|995111841006|1|7247.87|418.63|2026-03-18 00:42:30|DELIVERED
2e1f1cc4e11ff3f9|f2ca0417|995254079313|3|8087.05|74.65|2026-03-26 11:31:49|DELIVERED
c08150a31c69eddb|8ab75cfc|997273907178|2|2519.19|160.04|2026-03-13 11:57:09|DELIVERED
faa54eb560919d39|67508f0d|992953510997|2|9233.98|326.16|2026-03-14 20:04:57|DELIVERED
1028e6fbe4d2e35f|64772028|998818250792|3|3391.03|56.21|2026-03-16 22:04:24|DELIVERED
72f761a562a1625d|4e246a0b|995100649791|3|1889.02|165.38|2026-03-28 15:50:05|RETURNED
