order_uuid|hub_id|item_barcode|units_sold|mrp_price|discount_applied|delivery_timestamp|status
87ef271f52c74b9c|e78451c6|991795759139|2|3638.26|437.88|2025-12-28 20:41:21|DELIVERED
dadd5e6d9e6c6e2a|f9486df8|999168775961|3|3358.58|226.09|2025-12-07 19:38:23|DELIVERED
32baaceb9b571786|780508f7|994464231074|3|3586.07|208.73|2025-12-27 15:47:17|DELIVERED
7e15f22f45d35815|70c9f98a|998896380924|2|9432.41|283.05|2025-12-10 02:37:11|DELIVERED
740a58886ec22518|65f17b3a|992107406999|3|2968.37|365.14|2025-12-27 16:29:52|DELIVERED
597c59b993e97692|2133a1d2|995853409488|1|4676.72|49.7|2025-12-21 18:51:28|DELIVERED
1d53f53830cf8e60|e05869e2|996237261417|1|5454.35|270.87|2025-12-23 09:24:33|DELIVERED
7568a129aedf5d8c|46f7c64d|995538745217|1|1690.34|215.39|2025-12-14 04:20:38|DELIVERED
9d16d262de5c1841|737fad53|996249334985|3|9765.24|71.27|2025-12-13 11:23:30|DELIVERED
7292ad0e67914c58|bb7035f2|998023525229|1|6921.6|369.59|2025-12-07 10:23:03|DELIVERED
735a966282ea4978|74888a05|993194769312|1|3205.08|291.27|2025-12-28 03:40:39|DELIVERED
b8b80e5a9d8e1ec6|12092d90|998716749725|2|1684.63|444.46|2025-12-15 06:50:53|DELIVERED
f1a2bc5088437238|36a0bd7d|996277517003|1|402.62|249.79|2025-12-15 23:43:07|DELIVERED
04423117b5af6326|6c498a8e|998914963354|3|9198.04|106.57|2025-12-05 11:30:40|DELIVERED
5660b047018a9184|d5196d96|991381447807|1|8650.78|481.31|2025-12-10 12:36:36|DELIVERED
4fcc8a1abbadeb45|acdaba77|996867238959|1|5420.36|470.97|2025-12-24 02:08:40|DELIVERED
3f3532cf46ed64f8|75c7ea81|996006373159|1|4029.99|55.87|2025-12-31 17:46:40|DELIVERED
e1a740d10fc13656|763406db|995646987380|2|6016.72|148.05|2025-12-06 01:26:04|DELIVERED
3005ea37b3133057|e2737c9f|996897465796|1|5810.12|297.11|2025-12-14 15:52:38|DELIVERED
09b7160512cb04c4|cf3107fc|996600430474|3|6642.25|491.84|2025-12-30 23:05:48|DELIVERED
15ea782dd3ff6bc1|4564d755|997384318724|1|5523.79|157.36|2025-12-10 13:08:23|DELIVERED
91ac40306954ba3d|286af354|995394339846|1|5656.35|156.49|2025-12-20 19:02:57|RETURNED
8ce86ecf1ea87087|bdf8f1ff|998899923869|1|7564.62|371.91|2025-12-26 10:39:28|RETURNED
be6c560871476649|d9ce09b2|997494208358|1|4049.82|44.19|2025-12-24 04:33:27|DELIVERED
1eb85c6aec2ca189|db815d48|997349806469|2|1363.32|361.98|2025-12-30 17:16:12|DELIVERED
a7c06e2ccfeaa765|8262848f|996442427510|2|9948.64|216.59|2025-12-01 00:31:34|DELIVERED
de4a6a053ddfb33c|3dff668b|996068464114|3|1153.12|344.5|2025-12-10 19:38:31|DELIVERED
19c218e250e90aef|f9486df8|993888689704|3|2465.17|438.27|2025-12-01 23:45:24|DELIVERED
