order_uuid|hub_id|item_barcode|units_sold|mrp_price|discount_applied|delivery_timestamp|status
fcb50176f7fa2dd5|cc8806ed|994197268649|2|1525.95|213.47|2025-06-24 22:03:44|DELIVERED
7e842ae1fa7da585|286af354|998300925807|1|7388.79|108.25|2025-06-24 08:25:46|DELIVERED
70157a98a579bba8|9ded4199|993828963196|2|2146.03|157.37|2025-06-14 13:24:40|DELIVERED
ad3c652dfc234f54|c860e2c6|992041425732|1|8822.18|215.37|2025-06-09 23:55:29|RETURNED
103739b8c714f252|7ec2dd8c|992338636322|2|8514.81|358.61|2025-06-16 18:22:03|DELIVERED
82b554639b0a7544|8d0d9626|995103366815|2|3320.22|416.28|2025-06-15 13:20:18|DELIVERED
c2b3c85c884e397a|fd9b533f|998203671120|3|8548.53|22.49|2025-06-24 08:11:15|DELIVERED
72c7511603bade0a|1de041d2|991318209474|1|8065.76|380.85|2025-06-12 15:13:41|DELIVERED
9af2cf7e5ac0e0a3|510832a0|999896721051|1|8635.61|246.02|2025-06-29 15:07:39|RETURNED
0f2f6033642ca404|737fad53|991047403744|1|1115.76|270.21|2025-06-20 05:45:23|DELIVERED
5423428bced15213|53702f92|992257480896|1|6211.66|474.94|2025-06-10 11:09:53|DELIVERED
a1de47be1104d64f|b506265a|992576042142|1|6323.3|242.52|2025-06-16 11:17:35|CANCELLED
3982fd1fe9b90b07|344f2e09|995799056371|1|8030.12|480.76|2025-06-06 04:57:27|DELIVERED
31aac41497296b9e|17105a45|992240414555|1|9294.06|143.29|2025-06-03 22:04:27|RETURNED
086072abefbe1855|04aa7dc2|997116179270|1|9001.19|268.53|2025-06-04 00:43:04|DELIVERED
6d1b72dcdf312f26|beb9ef54|997300624459|1|6660.26|398.62|2025-06-29 08:37:29|DELIVERED
e6a7608eb4bdf931|f33f5141|992944024349|3|7542.94|431.54|2025-06-21 22:02:22|DELIVERED
0fe301ce9808f312|041af291|995601528283|3|5673.59|142.23|2025-06-21 10:44:56|DELIVERED
2d257142042b4af0|72d1dd6b|992363154865|2|9665.67|148.86|2025-06-13 10:03:27|DELIVERED
1e04530570c5ed2f|36a0bd7d|995621065326|2|6444.38|96.5|2025-06-17 21:26:35|DELIVERED
fcf12191d9145b82|487767dc|995859264335|2|7106.27|21.65|2025-06-06 15:15:17|RETURNED
335b774cf532b551|c4a992de|997127207299|3|5854.55|398.63|2025-06-20 10:51:32|DELIVERED
