order_uuid|hub_id|item_barcode|units_sold|mrp_price|discount_applied|delivery_timestamp|status
fcb50176f7fa2dd5|e58c9614|997197894035|3|3446.36|153.58|2025-07-04 19:07:24|DELIVERED
7e842ae1fa7da585|f799459c|994124457277|1|9667.05|466.07|2025-07-08 00:44:23|DELIVERED
70157a98a579bba8|e7feb58e|993138882315|3|5178.22|253.04|2025-07-21 14:18:50|DELIVERED
ad3c652dfc234f54|fc81d331|999595914949|2|1356.35|270.28|2025-07-24 04:54:51|DELIVERED
103739b8c714f252|5c4f5bbc|994795222048|1|5369.51|398.02|2025-07-22 17:46:40|DELIVERED
82b554639b0a7544|e58c9614|999769254414|3|527.76|69.37|2025-07-23 01:13:23|DELIVERED
c2b3c85c884e397a|6a476e6c|996227899992|3|8345.93|405.42|2025-07-12 14:06:44|DELIVERED
72c7511603bade0a|14de959e|993558898912|1|4922.27|239.22|2025-07-16 05:53:20|DELIVERED
9af2cf7e5ac0e0a3|a056cfd0|996567842767|1|9626.13|154.61|2025-07-13 15:33:31|DELIVERED
0f2f6033642ca404|b109d0dd|998760669739|3|2845.57|321.62|2025-07-14 02:00:17|DELIVERED
5423428bced15213|7bcb114a|991572838623|2|983.55|245.29|2025-07-01 09:12:40|DELIVERED
a1de47be1104d64f|2c3eca49|997580410615|2|2936.04|24.2|2025-07-17 09:28:45|CANCELLED
3982fd1fe9b90b07|4564d755|993158963283|3|4998.94|238.44|2025-07-08 06:44:41|DELIVERED
31aac41497296b9e|41ade4df|995394339846|2|5258.45|493.22|2025-07-25 18:17:33|DELIVERED
086072abefbe1855|1d83f6a5|999279653345|2|7447.03|462.94|2025-07-10 08:22:48|DELIVERED
6d1b72dcdf312f26|0ecf64b7|991071498545|3|465.48|297.43|2025-07-10 21:24:11|DELIVERED
e6a7608eb4bdf931|b8d83515|993746354739|1|6720.21|260.22|2025-07-03 05:28:20|CANCELLED
0fe301ce9808f312|19d33556|999660304182|3|2257.0|473.77|2025-07-17 05:44:14|DELIVERED
2d257142042b4af0|bdf8f1ff|999807376175|1|3883.12|201.86|2025-07-25 21:32:09|DELIVERED
1e04530570c5ed2f|49fd947b|996052779199|2|6980.77|210.73|2025-07-18 05:15:48|CANCELLED
fcf12191d9145b82|5ea641db|996523959974|1|8872.21|239.36|2025-07-19 20:44:57|DELIVERED
335b774cf532b551|e7b568e1|995992762781|1|6633.47|1.58|2025-07-17 07:35:43|DELIVERED
7868c101b64276fa|b7ffd4fb|997067927821|2|9579.73|378.44|2025-07-22 02:26:08|DELIVERED
1073bd8f437c8235|ede4d263|997265864046|1|8919.65|292.7|2025-07-09 03:09:34|DELIVERED
0797d2b94dbbb565|29b50120|997624514465|1|8495.44|338.45|2025-07-22 13:17:45|DELIVERED
fab5aff82e8973ea|a290e76f|999182904175|1|1333.16|279.35|2025-07-19 00:16:16|DELIVERED
40b6318ed0f88888|578f7baa|994664153481|2|3245.64|475.64|2025-07-30 05:40:54|DELIVERED
d693c51a27055a43|6b841e2a|999123093946|1|5943.52|478.86|2025-07-11 07:19:07|DELIVERED
74b5e33080270f05|36532dc1|992291162209|3|449.32|405.97|2025-07-17 20:03:10|DELIVERED
bb185ee33abed670|64772028|999562744642|3|4748.2|35.35|2025-07-19 06:37:52|DELIVERED
1e013e75abc676f4|eb608934|995398331150|2|5635.92|266.08|2025-07-14 13:39:18|DELIVERED
e07c9b9255ef83b7|426fca83|998007937881|2|6315.1|182.17|2025-07-19 10:21:05|DELIVERED
f6c5e96e6c926775|3478e61e|991497984463|3|2382.01|498.22|2025-07-09 10:27:24|DELIVERED
4540b564cfebb45b|d8e1e75e|997909599075|2|411.01|126.14|2025-07-10 14:29:39|DELIVERED
5a146526f4eebba0|35dd7f2f|999560760883|2|6336.37|275.32|2025-07-12 16:52:54|DELIVERED
c0665531c9d2b9a0|614bd789|995600003819|2|992.66|373.69|2025-07-02 09:39:16|DELIVERED
ab5188923f90896f|81812a55|996115038782|1|673.05|324.77|2025-07-09 07:09:17|DELIVERED
23d40ff66f2b498c|ecc95342|991687406516|1|5171.96|266.85|2025-07-18 12:35:50|DELIVERED
07f0639bfce23c98|db9990a6|994556445484|1|2880.92|291.54|2025-07-26 18:13:38|DELIVERED
af698599e8c2e8f4|72d1dd6b|991230261300|2|457.37|369.1|2025-07-07 14:23:27|DELIVERED
11de05f0c41ad7b9|acdaba77|993097438083|2|6145.72|339.78|2025-07-13 05:22:08|DELIVERED
d797f0e024826695|e78451c6|993843358515|3|3781.37|35.34|2025-07-07 08:07:01|DELIVERED
5dc448a9ba25094d|b32d1547|999881848066|1|3557.91|387.01|2025-07-13 17:07:58|DELIVERED
d044e6eebc036355|f06fd086|999974927833|3|6505.72|178.75|2025-07-25 14:40:45|DELIVERED
ff86dd7b7afe8a8f|774f5641|991149245293|3|4680.3|322.15|2025-07-30 14:30:18|DELIVERED
4964e1874091b7f3|be6907cf|999126133333|2|8636.14|4.98|2025-07-07 02:04:50|DELIVERED
282ddad3f9ab1e66|f9486df8|999270928142|2|2076.59|366.21|2025-07-14 01:58:02|DELIVERED
13f0852999d5bd0d|f799459c|996043155881|3|3306.72|99.73|2025-07-05 23:41:24|DELIVERED
5b15b44d20cf7ed7|ae0d5ab0|992803564009|2|6160.02|149.38|2025-07-02 14:54:24|DELIVERED
60564fd5db44492c|0da5ac82|994588380397|2|6248.27|469.05|2025-07-06 20:22:28|DELIVERED
c9e48a85b968f349|6c498a8e|994988131440|3|4644.26|320.71|2025-07-24 21:14:55|DELIVERED
0cf14e1368e5e9ae|14cc3d93|991127147851|3|8572.15|459.09|2025-07-10 15:15:20|DELIVERED
fdb614088fbcc157|f6f43730|997269614716|1|6122.49|148.14|2025-07-19 13:00:43|RETURNED
c6b9d033f948cdbf|dc1ea5c1|999167210164|3|4600.18|394.94|2025-07-25 11:09:41|DELIVERED
227bd6c7a5798c92|72d1dd6b|998965031288|2|2369.04|481.6|2025-07-26 09:57:08|DELIVERED
e7b496148720fad9|65f17b3a|998524713631|3|8880.31|282.31|2025-07-15 01:53:16|DELIVERED
8e28924fa85723f6|be6907cf|995704371470|3|2965.38|480.0|2025-07-23 03:16:12|DELIVERED
94b680cfa23d18a9|9ded4199|992420885980|3|7064.4|209.48|2025-07-03 09:23:21|DELIVERED
24e3ff94492b7348|f1e4f188|991082453156|3|1515.25|311.19|2025-07-21 00:40:07|DELIVERED
3b1defcbd244854b|e7feb58e|993882377652|2|7691.61|336.98|2025-07-28 13:29:31|DELIVERED
ce0797da3560bc5e|ee20a876|999193051986|3|4681.47|197.39|2025-07-25 00:03:56|DELIVERED
46aef4b60699313e|b31b2933|991419850862|3|4233.01|125.05|2025-07-06 22:10:28|DELIVERED
3489040f9744c8e2|caee391f|996514989186|2|6898.46|329.09|2025-07-18 01:24:12|DELIVERED
12ab565c4efd493c|2782e884|994600846099|2|377.42|48.47|2025-07-05 22:14:54|DELIVERED
af0290fa614d358b|90084f5a|993556128492|3|9216.6|221.61|2025-07-02 17:23:24|DELIVERED
2a7d0666b160831b|4a0c6a67|992083899718|1|3175.52|34.58|2025-07-10 14:10:53|RETURNED
a1e75200d483a77a|52b20a1a|999422628120|3|2175.31|380.58|2025-07-24 07:07:39|DELIVERED
97fa0a830d3fa583|3dff668b|998301452842|2|9006.67|18.91|2025-07-12 13:43:25|DELIVERED
d30cf3f66ba86076|f54c49c4|993804932151|2|6081.22|167.9|2025-07-02 16:52:58|DELIVERED
373fdff37012b74a|7b3e1e6d|994592361330|1|8560.27|227.51|2025-07-13 14:31:09|DELIVERED
c659556dfba243ed|8b66a152|997843836791|1|4275.38|25.8|2025-07-01 17:33:01|CANCELLED
f7feda0903ae4178|3cc81e0b|992246508230|2|2754.7|490.15|2025-07-29 10:21:10|DELIVERED
245eb3e4b7d9a8f0|19d33556|996239886005|2|1123.14|332.37|2025-07-04 04:50:30|DELIVERED
9182b0bf43e81dfb|81812a55|995567013472|2|7536.23|58.36|2025-07-07 11:49:49|RETURNED
38ff9c3bdec9c54d|601554df|995186191159|1|5843.31|416.91|2025-07-06 10:09:04|DELIVERED
70fbf2da09b9d9eb|ede4d263|998182728670|1|3537.3|213.9|2025-07-17 01:46:22|DELIVERED
c979ed2cafb745cb|28207534|995255322523|1|8359.46|183.16|2025-07-26 12:06:00|DELIVERED
856f935746a58655|3b985f44|997668971165|1|7894.74|189.02|2025-07-23 13:21:51|RETURNED
d964e3d65325ce30|800c5f88|998269917920|3|9372.32|371.8|2025-07-07 03:08:40|DELIVERED
ff955bb06adbaa5e|46f7c64d|991971251219|2|3205.66|135.14|2025-07-23 02:31:10|DELIVERED
113423618df6a80d|a52c43c2|995474515309|2|839.47|386.67|2025-07-23 22:46:59|DELIVERED
6ec3ca3077ae8b85|24bcedfd|991349287710|1|4907.39|225.04|2025-07-21 07:39:02|DELIVERED
76b2bd0a842d22d5|09fb6f10|998632607982|3|6203.05|392.3|2025-07-21 05:47:30|DELIVERED
820c315371c72956|fddbc84f|997900031524|1|6761.62|91.21|2025-07-20 14:45:25|DELIVERED
d633fb7b9cf9ce57|d8846960|998183910615|1|8556.86|358.53|2025-07-09 17:27:39|RETURNED
037d8badeb1ca7a8|69f2078d|998213229570|3|7855.38|225.16|2025-07-25 21:48:52|RETURNED
2837cbdcec8d05d2|a2663b37|992722291302|2|7520.89|216.63|2025-07-14 09:43:15|DELIVERED
cd45206113fe1eba|f73359a6|991252858990|2|6013.8|53.94|2025-07-28 03:31:44|DELIVERED
a9da9c70fb62d822|71e66b89|995075551029|2|7927.27|97.55|2025-07-24 11:35:12|DELIVERED
6b9eb3a6c1009b4a|cc8806ed|999625138583|2|5243.24|414.74|2025-07-01 16:55:58|RETURNED
2559d5dba0ac6613|f8e22a63|993581181716|1|5471.42|438.82|2025-07-06 10:14:17|DELIVERED
558a7211bd5dbd32|3478e61e|994217116793|2|5344.78|380.57|2025-07-08 15:20:14|DELIVERED
834e64581a416abe|c44911c5|998695840519|1|4499.44|367.21|2025-07-28 17:19:45|DELIVERED
ae9e2d1c68913307|a99ed070|999214525729|1|1136.81|370.97|2025-07-19 07:26:09|DELIVERED
76f4e390a15c53d9|7b3e1e6d|996379969052|1|5575.62|11.2|2025-07-09 01:15:54|CANCELLED
527b589d7d59f0d6|7decb571|993999146403|2|7531.77|174.17|2025-07-22 09:59:40|RETURNED
a53d795a19a5cfcf|41e8a366|994643391936|1|2109.02|45.89|2025-07-06 22:10:21|DELIVERED
45b47c8a47a9363a|44ea3be0|998890652767|2|8439.35|28.99|2025-07-15 02:39:35|DELIVERED
37f0dc0b7da5aa7e|6c498a8e|994857031458|2|8537.61|67.77|2025-07-22 06:50:10|DELIVERED
e97ddfa854f189f0|f217e4bb|996175109615|1|6070.44|365.71|2025-07-03 23:14:31|DELIVERED
24b623c647b95b50|07cdaf2c|994319713102|1|9232.27|144.68|2025-07-25 03:05:18|DELIVERED
0de1bb33f6dc3686|5d16f4b7|998664565311|3|2676.75|452.01|2025-07-23 19:44:37|DELIVERED
abb7bbf3b0e5aca0|6fae0835|996133154821|2|5740.96|479.55|2025-07-26 10:09:33|DELIVERED
67516d30f97189e3|f9cb8f81|997823428788|3|1198.55|439.57|2025-07-06 22:44:33|DELIVERED
bf7b2e8532c801ee|09b89542|993716138724|2|1368.76|454.11|2025-07-18 08:32:44|CANCELLED
7a2cfd1b9a61dcc1|f9c2388f|995378860773|2|6803.21|342.63|2025-07-30 07:40:09|DELIVERED
61dee9f81659c8b0|9ace1efc|991130764236|2|2407.46|383.29|2025-07-16 23:10:38|DELIVERED
6c28189ac3216d02|72b3295c|997642217272|2|4049.1|301.4|2025-07-02 05:05:29|CANCELLED
e245ae9d93700e5d|f7df1e18|992860831475|3|8567.33|304.98|2025-07-22 16:43:39|DELIVERED
b6d1a50e8f4bb56f|4cf9b07b|994842655853|1|3058.22|298.63|2025-07-17 02:20:00|DELIVERED
1dd789ecd16705f5|6e4da21f|994061357833|2|595.89|179.7|2025-07-28 13:59:31|DELIVERED
39e5ef9b3df74bfd|1cc1c4c6|996686056563|3|4818.15|487.61|2025-07-13 06:08:53|RETURNED
55fb69a698643b77|ada57291|991999041789|2|7381.72|68.46|2025-07-27 12:20:51|DELIVERED
25b083c3744ed069|c260a16b|991295617068|3|1378.13|92.65|2025-07-30 15:24:22|RETURNED
b0f5b88642687ad8|f9c2388f|995626595582|2|8685.58|147.02|2025-07-05 07:51:03|DELIVERED
8f44e95a4b43b7ba|314e478e|996633459472|1|8554.71|273.8|2025-07-04 20:50:09|DELIVERED
213e5289d967c2a7|4922ca51|994944485036|3|9138.99|247.72|2025-07-09 08:46:58|DELIVERED
15513021008587d5|295f2507|991781006728|3|4708.17|391.41|2025-07-04 15:51:02|DELIVERED
be4d9d7a1cb509de|7decb571|991020288394|2|4749.15|182.88|2025-07-15 23:06:32|CANCELLED
b3b68c605a4ec4dd|de96aaa8|993188443196|3|8233.22|349.88|2025-07-01 19:49:26|DELIVERED
6a90a0a0b5e83846|b522ac3c|996810014102|1|3976.75|343.93|2025-07-09 15:39:25|RETURNED
0db2ee16e9748807|9b3a4dbd|996542743881|2|5665.42|373.24|2025-07-01 13:20:12|RETURNED
