order_uuid|hub_id|item_barcode|units_sold|mrp_price|discount_applied|delivery_timestamp|status
68230548fcb87a0e|67b9a273|993824251326|2|3581.55|340.57|2025-11-29 23:05:21|DELIVERED
6f86d651a0412da9|220ead8a|995467139077|2|2824.58|74.86|2025-11-30 20:54:14|CANCELLED
4a20c83ff0b57f1c|e610eb99|994577726893|2|7794.42|202.9|2025-11-14 04:52:47|DELIVERED
5c2c1da94f3b6fee|482f3d9a|992255236072|2|3617.04|55.75|2025-11-17 22:16:02|DELIVERED
b0f0936624ba4060|a61acc8f|992269246182|1|1341.01|194.6|2025-11-24 03:45:17|DELIVERED
97bdb469c474a569|db815d48|996968607012|1|379.09|313.01|2025-11-30 14:10:31|DELIVERED
d94e7ff2f7d6c726|07cdaf2c|994169730998|2|3563.14|188.91|2025-11-09 10:35:08|DELIVERED
6d88b8f89f5f45eb|1a525711|999053354598|1|735.43|186.98|2025-11-04 04:00:55|DELIVERED
ccbad1d457315a2d|c860e2c6|998409996396|1|516.82|463.94|2025-11-20 01:02:12|DELIVERED
c03ae1ac4ada37e5|ca29c861|996412365873|1|6181.59|242.61|2025-11-25 11:28:29|RETURNED
abc23c6501afba35|67508f0d|994811440888|3|6514.2|272.58|2025-11-28 05:13:50|DELIVERED
5fa43cdf1fa73bde|4489e5f8|998925982581|3|2085.54|244.96|2025-11-26 13:39:26|DELIVERED
0b07818db48405ce|a9839725|991094025478|3|1922.63|92.66|2025-11-30 20:25:43|RETURNED
62b49a7357fd0558|b5f09765|993445417292|1|6824.58|461.95|2025-11-14 05:01:07|DELIVERED
a9fc347c2baef073|d548a32e|998511123728|3|5326.52|192.48|2025-11-30 07:17:23|DELIVERED
88d5b084e0eb9694|93b17620|996013293658|3|1639.96|34.4|2025-11-30 19:06:18|DELIVERED
d15bad9ff8d3acc5|352299d9|994673484962|3|7107.59|32.98|2025-11-22 19:23:38|DELIVERED
236658dd70740c55|12092d90|992837544555|3|3536.39|17.64|2025-11-20 02:57:23|DELIVERED
87f30f574ff71dd8|4af8f817|996390514440|3|1796.49|342.24|2025-11-02 16:13:11|RETURNED
757d452b7c974f15|d5790278|995865841927|2|8871.41|238.34|2025-11-04 02:22:30|DELIVERED
1896dc0cb576eda2|336cc023|997006091018|1|4191.84|411.64|2025-11-03 12:56:35|DELIVERED
f9e059457fd10eef|d8e1e75e|996023422470|1|1974.23|146.62|2025-11-19 10:41:13|DELIVERED
9e6973ef56db4433|4bbd23ce|992221545552|3|1573.83|199.42|2025-11-12 21:14:29|DELIVERED
2761b67ffff27f54|7b8bbd97|999886563675|1|1822.26|162.8|2025-11-20 19:12:21|DELIVERED
80ab5c45eb480391|f8d1f781|992527084817|2|8995.53|197.89|2025-11-29 09:07:45|DELIVERED
52f7e42fa93ca4f3|4f5592ff|996632139580|1|7753.36|240.79|2025-11-27 09:36:18|DELIVERED
b05b6dcdb92f646e|55584187|999467676371|1|7607.74|154.84|2025-11-20 14:53:16|DELIVERED
60d7fdfbe2788fbf|85ce077d|992558527436|2|3053.67|322.56|2025-11-04 20:48:35|DELIVERED
5dfa9d79b3c32dc7|e7b568e1|996370240360|3|7652.61|28.6|2025-11-24 02:11:18|DELIVERED
ccf6064109a1067f|23928050|999595725584|3|8408.34|452.78|2025-11-10 23:04:07|DELIVERED
b6d688d89b7e92b6|b232939c|994951107286|2|428.22|13.74|2025-11-24 10:49:04|DELIVERED
a0411d5599f6289f|5c1bdf25|992572878369|2|2999.45|170.59|2025-11-13 07:10:09|DELIVERED
b4acb8357320fa4c|508d3a30|992126800081|1|6740.97|240.6|2025-11-19 01:05:25|RETURNED
9b1d4a75bb9d071e|cf8dbee7|995360979736|3|9698.42|253.75|2025-11-16 00:11:47|DELIVERED
3b972876b7ae4735|2bcde86b|993544515525|2|4874.16|210.2|2025-11-13 13:12:52|DELIVERED
a3c7d6a306dd9d31|bf866d46|994872203592|3|4012.77|400.62|2025-11-27 04:30:27|CANCELLED
30ac9fcc7797ac55|96908214|992402891258|1|703.68|370.11|2025-11-26 13:13:14|DELIVERED
84e4fbba47262274|21951c8a|991538848234|3|470.44|183.32|2025-11-05 02:07:35|DELIVERED
56befb4734f71e77|1cc1c4c6|993865374041|1|1731.01|485.05|2025-11-19 14:41:26|DELIVERED
4d4371a4aea443f6|83756e90|999436334035|3|8818.81|194.11|2025-11-29 11:29:03|DELIVERED
572a00e57e56101f|487767dc|995067339965|2|7550.55|359.53|2025-11-01 04:49:42|CANCELLED
d31f6ae82afadabe|9423a82b|994274644793|3|2609.34|267.81|2025-11-20 11:21:38|DELIVERED
